"ID","PERMITNUMBER","PERMITTYPE","PERMITTYPEKEY","STATUS","CONTRACTOR","CATEGORYNAME","WORKTYPE","ZONING","SQUAREFEET","PERMITFEE","PROJECTCOSTS","ADDRESS","CITY","STATE","ZIPCODE","GPSX","GPSY","DISTRICT","NEIGHBORHOOD","ISSUEDATE","Latitude","Longitude"
"175076","HV947804","HVAC Permit","HVAC","Issued","KINSER & KINSER INC","Single Family","Replacement","R4","0","105","11248","4421   DOVE PARK BLVD","LOUISVILLE","KY","40299-0000","1272431","251633","20","","2015-07-23 16:07:58","38.183970651599999","-85.530281313900005"
"175086","HV949293","HVAC Permit","HVAC","Issued","WISE HEATING & AIR CONDITION","Single Family","Replacement","R5","0","105","1","502 W FLORENCE AVE","LOUISVILLE","KY","40215-0000","1203984","255181","15","WYANDOTTE","2015-07-22 07:12:16","38.1908567479","-85.7685831724"
"175099","EL962392","Electrical Permit","ELECTRICAL","Issued","DAVID SAMPSON","Single Family","Rewire Repair Add Wiring","R6","0","85","10","1049   CALDWELL ST","LOUISVILLE","KY","40204-0000","1214060","272329","04","GERMANTOWN","2015-10-21 14:02:22","38.238390213899997","-85.734491095899998"
"175126","14BL1977","Building Permit","BUILDING","Issued","DWB RESTORATION II, INC","Single Family","Renovation - Alter - Repair","R4","1600","120","18000","6111   KIRKWOOD CT","LOUISVILLE","KY","40229-0000","1237346","217593","13","","2014-03-28 12:41:23","38.089103519699997","-85.6505289686"
"175137","EL917587","Electrical Permit","ELECTRICAL","Issued","GLENN MILLER ELECTRIC COMPANY","Commercial","Rewire Repair Add Wiring","R7","0","150","4400","108   HARTWELL CT","LOUISVILLE","KY","40214-0000","1205648","248522","21","SOUTHSIDE","2014-09-25 11:26:07","38.172648632600001","-85.762413835800004"
"175150","RH927025","Range Hood Permit","RANGEHOOD","Issued","DEBSON EQUIPMENT COMPANY INC","Commercial","Suppressed","C1","0","75","2000","619   BAXTER AVE","LOUISVILLE","KY","40204-0000","1215884","274989","04","IRISH HILL","2014-12-17 13:00:52","38.245774205899998","-85.728290010799995"
"175154","HV946849","HVAC Permit","HVAC","Issued","FOUR SEASONS HVAC","Single Family","Replacement","R4","0","105","2500","821   VANNAH AVE","LOUISVILLE","KY","40223-0000","1263703","279137","18","","2015-07-01 15:05:37","38.259152267899999","-85.562006360599995"
"175162","142478","Building Permit","BUILDING","Issued","HARMON CONSTRUCTION INC","Commercial","Renovation - Alter - Repair","C2","30400","1824","400000","1209 W BROADWAY  ","LOUISVILLE","KY","40203-0000","1203312","276201","04","RUSSELL","2007-04-23 12:06:00","38.248539643599997","-85.772129590800006"
"175195","HV947833","HVAC Permit","HVAC","Issued","OEFFINGER CRONE HEAT COOL INC","Single Family","Replacement","R5","0","155","7000","4100   HUNSINGER WOODS PL","LOUISVILLE","KY","40220-0000","1246983","262637","11","HIKES POINT","2015-07-09 17:59:54","38.213179612200001","-85.619375533699994"
"175196","EL965315","Electrical Permit","ELECTRICAL","Issued","NALLEY ELECTRIC COMPANY","Commercial","Rewire Repair Add Wiring","CM","0","50","1000","4102   CADILLAC CT","LOUISVILLE","KY","40213-0000","1222876","258447","10","POPLAR LEVEL","2015-11-12 08:47:04","38.200660921400001","-85.703038193899999"
"175203","EL945222","Electrical Permit","ELECTRICAL","Issued","ROMANOFF ELECTRIC LOUISVILLE","Commercial","Rewire Repair Add Wiring","R5A","0","135","200","4601   SPRINGDALE RD","LOUISVILLE","KY","40241-0000","1256497","298992","16","","2015-06-23 11:11:21","38.313383692800002","-85.588104235599999"
"175211","EL917446","Electrical Permit","ELECTRICAL","Issued","KEITH BAKER ELECTRIC LLC","Commercial","Rewire Repair Add Wiring","R7","0","125","7200","5109   SOUTHSIDE DR","LOUISVILLE","KY","40214-0000","1205061","248263","21","SOUTHSIDE","2014-09-25 11:27:23","38.171911022899998","-85.764440630500005"
"175232","BL928104","Building Permit","BUILDING","Issued","SIERRA DESIGN & CONSTRUCTION","Single Family","Renovation - Alter - Repair","R4","168","50","15000","7017   BREAKWATER PL","PROSPECT","KY","40059-0000","1248237","304306","16","","2014-12-30 14:25:41","38.327641188999998","-85.617164154700006"
"175240","HV921670","HVAC Permit","HVAC","Issued","BRYANT HEATING & AC","Single Family","Replacement","R5","0","75","1000","8202   EDSEL LN","LOUISVILLE","KY","40291-0000","1250218","242717","22","","2014-11-04 12:30:09","38.158616309700001","-85.607096019699995"
"175259","HV953656","HVAC Permit","HVAC","Issued","THOMPSON HEATING","Single Family","Replacement","R4","0","105","7091.12","14104   GLENDOWER DR","LOUISVILLE","KY","40245-0000","1284871","267500","19","","2015-08-19 09:41:50","38.228004580099999","-85.487747657200003"
"175299","EL946432","Electrical Permit","ELECTRICAL","Issued","KEVIN JONES ELECTRIC","Single Family","Rewire Repair Add Wiring","R4","0","85","3500","2503   STEPHAN RD","LOUISVILLE","KY","40214-0000","1192225","244078","12","","2015-06-29 12:07:46","38.159832465800001","-85.808837536300004"
"175427","HV954882","HVAC Permit","HVAC","Issued","CAIR HEATING & COOLING LLC","Single Family","Replacement","R5","0","105","5000","5501   GOLDENEYE PL","LOUISVILLE","KY","40218-0000","1244008","249311","02","","2015-09-28 10:42:19","38.176468333000003","-85.629034305600001"
"175495","HV952794","HVAC Permit","HVAC","Issued","GARY L JOHNSON HEAT COOLING","Single Family","New","R5","0","105","4000","8100   CEDAR BEND DR","LOUISVILLE","KY","40291-0000","1254506","231525","22","","2015-08-12 23:05:52","38.128058517200003","-85.591617691300002"
"175502","14HV3246","HVAC Permit","HVAC","Issued","ROBBINS HEATING & A/C CO., INC.","Single Family","New","R5","0","75","3444","6504   KEELING PARK DR","LOUISVILLE","KY","40291-0000","1257063","242547","22","","2014-03-18 10:24:16","38.158424046599997","-85.583284168899993"
"175507","EL916158","Electrical Permit","ELECTRICAL","Issued","S & J Electric Services, LLC","Single Family","New","R1","0","160","8000","5611   HARRODS GLEN DR","LOUISVILLE","KY","40059-0000","1251245","304340","16","","2014-09-12 18:54:19","38.327856673299998","-85.606681336799994"
"175516","EL958235","Electrical Permit","ELECTRICAL","Issued","IES Residential","Single Family","New","R4","0","160","5000","6002   SPRINGHOUSE FARM LN","LOUISVILLE","KY","40222-0000","1242131","294759","16","","2015-09-22 15:08:05","38.301177434000003","-85.637945390699997"
"175517","BL950971","Building Permit","BUILDING","Issued","PARAGON HOMES INC","Single Family","New","R4","5847","438.52","500000","6002   SPRINGHOUSE FARM LN","LOUISVILLE","KY","40222-0000","1242131","294759","16","","","38.301177434000003","-85.637945390699997"
"175521","HV957963","HVAC Permit","HVAC","Issued","FOUR SEASONS HVAC","Single Family","Replacement","R4","0","155","6000","1219   TILE FACTORY LN","LOUISVILLE","KY","40213-0000","1222138","251841","21","","2015-09-21 13:11:20","38.182490971500002","-85.705242813500007"
"175544","EL963411","Electrical Permit","ELECTRICAL","Issued","IES Residential","Single Family","New","R4","0","160","5000","1418   AARON CREEK DR","LOUISVILLE","KY","40023-0000","1298416","261713","19","","2015-10-29 07:56:20","38.2126050269","-85.440338971100005"
"175560","BL965115","Building Permit","BUILDING","Issued","PULTE HOMES,LLC","Single Family","New","R4","2483","1186.22","172580","9108   BLUE BOULDER CT","LOUISVILLE","KY","40291-0000","1251740","226477","22","","2015-11-13 12:06:46","38.114086988099999","-85.600974920200002"
"175561","BL964527","Building Permit","BUILDING","Issued","GREGG CUSTOM BUILDING & DEVEL","Single Family","Renovation - Alter - Repair","PVD","900","67.5","10000","8923   BUTTERWEED CT","LOUISVILLE","KY","40059-0000","1261453","304068","16","","2015-11-11 15:11:25","38.327517301299999","-85.571086837300001"
"175562","EL960180","Electrical Permit","ELECTRICAL","Issued","IES Residential","Single Family","New","R5A","0","160","5000","2007   CARABINER WAY","LOUISVILLE","KY","40245-0000","1300954","280802","19","","2015-10-06 14:55:48","38.265109009900002","-85.432359232799996"
"175565","EL963405","Electrical Permit","ELECTRICAL","Issued","IES Residential","Single Family","New","(R4)","0","160","5000","10501   LILLY GARDEN DR","LOUISVILLE","KY","40291-0000","1262216","217144","20","","2015-10-29 07:56:17","38.088877063299996","-85.564104310299996"
"175566","BL939032","Building Permit","BUILDING","Issued","BALL HOMES INC","Misc (Tent, Foundation, Etc)","Foundation","R5","0","50","5500","6913   FRANKLIN FARMER WAY","LOUISVILLE","KY","40229-0000","1238796","220373","23","","2015-04-27 10:55:56","38.096797071499999","-85.645637856199997"
"175567","BL952505","Building Permit","BUILDING","Issued","DURRETT BUILT HOMES INC","Single Family","New","R4","2832","212.4","236226","5316   ROCK RIDGE DR","LOUISVILLE","KY","40241-0000","1268608","302281","16","","2015-08-11 13:28:35","38.3228898562","-85.546059810000003"
"175586","14BL1440","Building Permit","BUILDING","Issued","DISTINCTIVE DESIGN REMODELING","Single Family","New","R5","360","50","18000","2141   EDGEHILL RD","LOUISVILLE","KY","40205-0000","1225624","269237","08","HIGHLANDS DOUGLASS","2014-02-19 16:04:29","38.230405435400002","-85.694065409000004"
"175592","13BL5786","Building Permit","BUILDING","Issued","ST MATTHEWS FENCE & DECK CO LL","Single Family","Addition","R4","192","50","12000","1809   ROUND RIDGE RD","RIVERWOOD","KY","40207-0000","1235407","287256","07","","2013-10-30 12:34:41","38.280296088999997","-85.660973032200005"
"175594","13BL4405","Building Permit","BUILDING","Issued","KATHERINE G DOLL","Single Family","Addition","R4","396","50","45000","4079   ELMWOOD AVE","ST MATTHEWS","KY","40207-0000","1238240","281107","07","","2013-07-31 11:51:50","38.2635316442","-85.650779183599994"
"175662","HV944052","HVAC Permit","HVAC","Issued","FOUR SEASONS HVAC","Single Family","Replacement","R5","0","105","2000","11013   YOUNGTOWN DR","LOUISVILLE","KY","40272-0000","1179398","220101","25","","2015-06-10 11:53:35","38.093396114900003","-85.851991415800001"
"175697","EL961632","Electrical Permit","ELECTRICAL","Issued","MELLO ELECTRIC LLC","Single Family","Rewire Repair Add Wiring","R4","0","85","6000","3605   HANOVER RD","ST MATTHEWS","KY","40207-0000","1237831","272864","26","","2015-10-16 09:51:15","38.240881856000001","-85.651766595500007"
"175720","14BL2278","Building Permit","BUILDING","Issued","HOLDERFIELD CONSTRUCTION","Single Family","Renovation - Alter - Repair","R5A","390","50","20000","2021   MURRAY AVE","LOUISVILLE","KY","40205-0000","1223173","269334","08","BONNYCASTLE","2014-04-16 15:58:43","38.230565935000001","-85.702602271900005"
"175724","EL945100","Electrical Permit","ELECTRICAL","Issued","METROPOLITAN ELECTRICAL","Commercial","Rewire Repair Add Wiring","R5","0","50","500","2810   RIO RITA AVE","LOUISVILLE","KY","40220-0000","1237499","261718","26","BON AIR","2015-06-18 09:49:05","38.2102644673","-85.652331572799994"
"175757","HV953461","HVAC Permit","HVAC","Issued","BRYANT HEATING & AC","Single Family","Replacement","R3","0","155","2000","1801   CLAREMOOR DR","MOORLAND","KY","40223-0000","1258365","284116","07","","2015-08-18 10:52:29","38.272612909400003","-85.580845349000001"
"175766","14BL2069","Building Permit","BUILDING","Issued","BAILEY REMODELING & CONSTRUCTI","Single Family","Renovation - Alter - Repair","R4","218","50","29000","207   WOOD RD","LYNDON","KY","40222-0000","1253267","276840","18","","2014-04-03 12:02:47","38.252431520599998","-85.598230313200006"
"175803","EL955740","Electrical Permit","ELECTRICAL","Issued","T E M ELECTRIC COMPANY INC","Industrial","New","EZ1","0","775","1636900","935   LOGAN ST","LOUISVILLE","KY","40204-0000","1213079","272593","04","SMOKETOWN JACKSON","2015-09-03 11:19:29","38.239071600300001","-85.737921001700002"
"175847","BL924931","Building Permit","BUILDING","Issued","RATEAU CONSTRUCTION INC","Single Family","Renovation - Alter - Repair","R5","105","50","14000","3310   NANZ AVE","LOUISVILLE","KY","40207-0000","1235132","274370","09","ROCKCREEK LEXINGTON ROAD","2014-11-26 11:47:56","38.244903688599997","-85.661243140400003"
"175860","HV952952","HVAC Permit","HVAC","Issued","CAIR HEATING & COOLING LLC","Single Family","Replacement","R5","0","105","3000","4555 S 1ST ST","LOUISVILLE","KY","40214-0000","1205888","253227","21","BEECHMONT","2015-08-17 11:06:10","38.185577754999997","-85.761847737400004"
"175863","HV948012","HVAC Permit","HVAC","Issued","HUSSUNG MECHANICAL CONTRACTORS","Commercial","Replacement","EZ1","0","270","24166","4709   ALLMOND AVE","LOUISVILLE","KY","40209-0000","1207355","250580","21","SOUTHSIDE","2015-07-13 06:59:16","38.178376012100003","-85.756593911300001"
"175900","HV946833","HVAC Permit","HVAC","Issued","BRYANT BURNETT HEATING AC","Single Family","Replacement","R7","0","105","3100","8319   EAGLE CREEK DR","LYNDON","KY","40222-0000","1252028","283885","07","","2015-07-01 14:51:11","38.271725140599997","-85.602904796000004"
"175920","EL942788","Electrical Permit","ELECTRICAL","Issued","CORRIGAN ELECTRIC CO INC","Single Family","Rewire Repair Add Wiring","R4","0","120","5000","10905   TALON WAY","LOUISVILLE","KY","40223-0000","1266245","278242","18","","2015-06-09 12:39:24","38.256793934100003","-85.553110251800007"
"175932","EL964535","Electrical Permit","ELECTRICAL","Issued","GUELDA ELECTRIC INC","Multi Family","New","OR2","0","50","1500","150 N JANE ST","LOUISVILLE","KY","40206-0000","1222977","278707","09","CLIFTON","2015-11-06 17:19:00","38.256292571099998","-85.703799531499996"
"175957","HV945676","HVAC Permit","HVAC","Issued","BRYANT HEATING & AC","Single Family","New","R4","0","105","1000","11804   REALITY TRL","HERITAGE CREEK","KY","40229-0000","1249012","219822","22","","2015-06-29 18:42:06","38.095703831400002","-85.610114058099995"
"175971","EL963576","Electrical Permit","ELECTRICAL","Issued","Pres QUALITY ELECTRIC SERVICES","Single Family","Rewire Repair Add Wiring","R4","0","50","950","17021   DRY RIDGE RD","LOUISVILLE","KY","40299-0000","1297435","228285","20","","2015-10-30 08:42:23","38.120783680400002","-85.4422470258"
"175972","EL962967","Electrical Permit","ELECTRICAL","Issued","Mr. BARMORE ELECTRIC","Single Family","New","R4","0","160","2500","1208   DEBBIE DR","LOUISVILLE","KY","40213-0000","1221789","251917","21","","2015-10-26 13:02:21","38.1826844956","-85.706461005799994"
"176021","EL917453","Electrical Permit","ELECTRICAL","Issued","GLENN MILLER ELECTRIC COMPANY","Commercial","Rewire Repair Add Wiring","R7","0","125","7200","129   HARTWELL CT","LOUISVILLE","KY","40214-0000","1206170","248820","21","SOUTHSIDE","2014-09-25 11:27:39","38.173490360499997","-85.760615299700007"
"176078","HV954603","HVAC Permit","HVAC","Issued","CAIR HEATING & COOLING LLC","Single Family","Replacement","R4","0","105","500","2313   CLEARY CT","LOUISVILLE","KY","40245-0000","1285657","282414","19","","2015-08-27 08:30:18","38.268983806500003","-85.485708236700006"
"176140","FP959321","Fireplace Permit","FIREPLACE","Issued","FIREPLACE DISTRIBUTORS","Single Family","Gas","R4","0","35","1000","633   CHIEFTAIN DR","LOUISVILLE","KY","40118-0000","1206906","220521","13","","2015-09-30 08:25:59","38.0958238829","-85.756445461400006"
"176202","BL957615","Building Permit","BUILDING","Issued","PINNACLE PROPERTIES","Commercial","Renovation - Alter - Repair","OR3","3000","390","100000","920   LILY CREEK RD","MIDDLETOWN","KY","40243-0000","1270749","269066","20","","2015-09-17 15:08:10","38.231772953799997","-85.536979934900003"
"176214","FP951111","Fireplace Permit","FIREPLACE","Issued","FIREPLACE DISTRIBUTORS","Single Family","Gas","R4","0","35","1000","18703   WEYMUTH LN","LOUISVILLE","KY","40245-0000","1304758","271017","19","","2015-08-03 08:59:28","38.238374848900001","-85.418678791800005"
"176221","BL959601","Building Permit","BUILDING","Issued","LEHMANN HOMES","Single Family","New","R4","2553","1191.48","350000","411   ASHWORTH LN","LOUISVILLE","KY","40245-0000","1305660","270600","19","","2015-10-01 13:34:44","38.237261239699997","-85.415520219499996"
"176227","EL959772","Electrical Permit","ELECTRICAL","Issued","ASPEN ELECTRIC","Single Family","Rewire Repair Add Wiring","R5","0","50","250","2501   DATE ST","LOUISVILLE","KY","40210-0000","1197032","274539","06","CALIFORNIA","2015-10-03 07:35:39","38.243689398699999","-85.793897363499994"
"176237","BL925566","Building Permit","BUILDING","Issued","BRINER DEVELOPMENT LLC","Commercial","Renovation - Alter - Repair","OR3","12000","1560","240000","9911   SHELBYVILLE RD","LOUISVILLE","KY","40223-0000","1260774","274621","18","","2014-12-19 09:38:54","38.246637574899999","-85.571980263200004"
"176242","BL948660","Building Permit","BUILDING","Issued","SB HOME RENOVATIONS","Single Family","Renovation - Alter - Repair","R4","121","50","10000","2226   MILLVALE RD","LOUISVILLE","KY","40205-0000","1228607","269013","08","HIGHLANDS DOUGLASS","2015-07-16 14:02:03","38.229918363700001","-85.683669893900003"
"176245","HV957244","HVAC Permit","HVAC","Issued","PRUDENTIAL HVAC","Single Family","New","R5","0","105","8150","2640   KINGS HWY","KINGSLEY","KY","40205-0000","1232092","266046","08","","2015-09-16 15:54:48","38.221920238099997","-85.671379795999997"
"176299","HV945645","HVAC Permit","HVAC","Issued","MIDDLETOWN HVAC HEATING","Single Family","Replacement","R4","0","105","3561","403   SCARSDALE RD","WOODLAND HILLS","KY","40243-0000","1274005","271983","19","","2015-11-05 20:01:50","38.239906674099998","-85.525786443100003"
"176329","HV956260","HVAC Permit","HVAC","Issued","CHAPMAN ENGINEERING CORP","Single Family","Replacement","R4","0","105","4730","1105   COLONEL ANDERSON PKY","HURSTBOURNE","KY","40222-0000","1256034","268976","18","","2015-09-14 13:41:50","38.230950011799997","-85.588197865799998"
"176334","HV944531","HVAC Permit","HVAC","Issued","ELDER HEATING AC","Single Family","Replacement","R5","0","105","6900","2827   ESTHER BLVD","LOUISVILLE","KY","40220-0000","1243514","266559","26","HIKES POINT","2015-06-15 08:15:59","38.223806024399998","-85.631652604099997"
"176366","BL951406","Building Permit","BUILDING","Issued","JACOBS REMODELING","Single Family","Renovation - Alter - Repair","C1","136","50","35000","1837   BANK ST","LOUISVILLE","KY","40203-0000","1201163","281898","05","PORTLAND","2015-08-04 15:54:55","38.264083713600002","-85.779941185599995"
"176410","EL947558","Electrical Permit","ELECTRICAL","Issued","BAUERLA ELECTRIC INC","Commercial","Rewire Repair Add Wiring","R5","0","50","2000","2825   LEXINGTON RD","LOUISVILLE","KY","40206-0000","1227986","275437","09","CRESCENT HILL","2015-07-08 10:15:59","38.247530019899997","-85.686180182499996"
"176434","HV955079","HVAC Permit","HVAC","Issued","PROJECT HEATING","Commercial","Replacement","OR1","0","180","8675","1587   STORY AVE","LOUISVILLE","KY","40206-0000","1217844","279738","09","BUTCHERTOWN","2015-08-31 14:36:38","38.258899501000002","-85.721730358900004"
"176440","13BL4672","Building Permit","BUILDING","Issued","PAUL DAVIS SYSTEMS OF LOUISVIL","Single Family","Renovation - Alter - Repair","R6","80","50","10000","1331 E WASHINGTON ST","LOUISVILLE","KY","40206-0000","1216184","279321","04","BUTCHERTOWN","2013-08-27 16:09:31","38.257681587900002","-85.7274874995"
"176451","HV942782","HVAC Permit","HVAC","Issued","SCHARDEIN MECHANICAL CONTR INC","Commercial","Replacement","M3","0","180","8500","2148 S 41ST ST","LOUISVILLE","KY","40211-0000","1188179","267411","01","","2015-05-29 13:58:54","38.223707149600003","-85.824294007800006"
"176492","BL958476","Building Permit","BUILDING","Issued","PRM ENTERPRISES LLC","Single Family","Miscellaneous","R5","396","50","50000","1   NORMANDIE VLG","LOUISVILLE","KY","40205-0000","1227441","268905","08","HIGHLANDS DOUGLASS","2015-09-23 15:08:46","38.229571923500004","-85.687722667200006"
"176493","EL917554","Electrical Permit","ELECTRICAL","Issued","GLENN MILLER ELECTRIC COMPANY","Commercial","Rewire Repair Add Wiring","R7","0","150","4400","104 E KINGSTON AVE","LOUISVILLE","KY","40214-0000","1205471","248719","21","SOUTHSIDE","2014-09-25 11:27:01","38.1731815443","-85.763040704999995"
"176494","HV942650","HVAC Permit","HVAC","Issued","TURNER HEATING & A/C INC","Multi Family","Replacement","R7","0","155","4875","105   BRAMTON RD","BEECHWOOD VILLAGE","KY","40207-0000","1244246","276684","07","","2015-09-23 19:52:15","38.251636375499999","-85.629632734699996"
"176591","EL958802","Electrical Permit","ELECTRICAL","Issued","tom WAGNER ELECTRIC","Commercial","Rewire Repair Add Wiring","OTF","0","90","30000","6400   DUTCHMANS PKY","ST MATTHEWS","KY","40205-0000","1240612","268488","26","","2015-09-25 14:37:43","38.228982505300003","-85.641854652099994"
"176611","HV961469","HVAC Permit","HVAC","Issued","TOM DREXLER PLUMBING","Single Family","Replacement","R4","0","55","100","8302   SIESTA WAY","LOUISVILLE","KY","40219-0000","1230770","233843","24","","2015-10-15 11:05:44","38.133444490599999","-85.674247679199993"
"176643","94803","Building Permit","BUILDING","Issued","RLM CONSTRUCTION CO INC","Commercial","Renovation - Alter - Repair","C2","1000","60","15000","3501 S HURSTBOURNE PKY","LOUISVILLE","KY","40299-0000","1251689","256674","11","","2005-12-07 11:55:00","38.1969978459","-85.602693527300005"
"176713","EL949404","Electrical Permit","ELECTRICAL","Issued","ADVANCED ELECTRICAL SERVICES","Single Family","Rewire Repair Add Wiring","R1","0","85","500","12101   LOCUST LN","ANCHORAGE","KY","40223-0000","1272548","281511","17","","2015-07-22 12:06:41","38.266012552699998","-85.5313203117"
"176725","HV960949","HVAC Permit","HVAC","Issued","DECKER HEATING AC","Single Family","Replacement","R4","0","105","4000","13102   LONESTAR WAY","LOUISVILLE","KY","40272-0000","1168914","210291","14","","2015-11-11 12:37:55","38.0659552913","-85.8878085196"
"176756","FP947727","Fireplace Permit","FIREPLACE","Issued","FIREPLACE DISTRIBUTORS","Single Family","Gas","R4","0","35","1000","2204   POLO CREEK LN","LOUISVILLE","KY","40245-0000","1298211","281371","19","","2015-07-09 08:08:03","38.266574273800003","-85.441937772100005"
"176761","148139","Building Permit","BUILDING","Issued","RENAISSANCE DEVELOPMENT","Single Family","New","R5A","2724","663.44","100000","10003   VISTA SPRINGS WAY","LOUISVILLE","KY","40291-0000","1261511","219796","20","","2007-02-21 16:12:00","38.096131174200003","-85.566685304299995"
"176787","336457","Building Permit","BUILDING","Issued","SELECT HOMES LLC","Single Family","New","R4","1948","146.1","102000","9807   VALLEY FARMS BLVD","LOUISVILLE","KY","40272-0000","1177971","226924","25","","2012-07-31 11:45:00","38.112061230999998","-85.857362801199997"
"176796","FS963534","Fire Suppression Permit","FIRE SUPP","Issued","MIDWEST SPRINKLER CORP","Commercial","Single System Repair","EZ1","0","150","5100","7745   NATIONAL TPKE","LOUISVILLE","KY","40214-0000","1209515","236821","13","","2015-11-05 08:49:14","38.1406951823","-85.748302148199997"
"176873","BL958914","Building Permit","BUILDING","Issued","RTS BUILDERS LLC","Misc (Tent, Foundation, Etc)","Foundation","R5","1896","50","15000","6204   VALLEY FOREST DR","LOUISVILLE","KY","40219-0000","1228332","243768","02","","2015-09-28 16:01:06","38.160591724200003","-85.683259605200007"
"176874","EL958019","Electrical Permit","ELECTRICAL","Issued","STANSBURY ELECTRIC CO","Single Family","New","PVD","0","230","6000","10638   MEETING ST","LOUISVILLE","KY","40059-0000","1262778","302833","16","","2015-09-21 17:36:24","38.324178453999998","-85.566406920800006"
"176898","EL939003","Electrical Permit","ELECTRICAL","Issued","C & J ELECTRIC COMPANY","Single Family","New","R4","0","160","700","5612   GLENVIEW FALLS PL","LOUISVILLE","KY","40222-0000","1239564","291552","16","","2015-04-24 14:59:14","38.2922654921","-85.646720041799995"
"176910","BL934496","Building Permit","BUILDING","Issued","MASTERCRAFT HOMES","Single Family","Renovation - Alter - Repair","PVD","1206","90.45","20000","9515   HORSEMINT LN","LOUISVILLE","KY","40059-0000","1263786","303412","16","","2015-03-12 16:36:15","38.325807722500002","-85.562922388600001"
"176912","14BL2268","Building Permit","BUILDING","Issued","PULTE HOMES,LLC","Single Family","New","R4","2744","1205.8","199921","209   BROOKFIELD HILLS CT","LOUISVILLE","KY","40245-0000","1294139","270872","19","","2014-04-16 11:57:03","38.237600875399998","-85.455640704100006"
"176915","BL937336","Building Permit","BUILDING","Issued","JUDY CONSTRUCTION COMPANY","Commercial","New","R4","1388","152.68","75000","10825   FAIRMOUNT RD","LOUISVILLE","KY","40291-0000","1263490","227185","22","","2015-06-09 09:33:02","38.116497084000002","-85.560174488300007"
"176916","HV952193","HVAC Permit","HVAC","Issued","HUSSUNG MECHANICAL CONTRACTORS","Commercial","New","R4","0","760","190000","10825   FAIRMOUNT RD","LOUISVILLE","KY","40291-0000","1263490","227185","22","","2015-08-10 07:42:55","38.116497084000002","-85.560174488300007"
"176918","BL961542","Building Permit","BUILDING","Issued","PULTE HOMES,LLC","Single Family","Foundation","R4","2239","100","184740","17117   GREEN CREST LN","LOUISVILLE","KY","40245-0000","1294849","272188","19","","2015-10-20 15:40:32","38.2412398086","-85.453228820000007"
"176929","HV948602","HVAC Permit","HVAC","Issued","SCHARDEIN MECHANICAL CONTR INC","Industrial","New","EZ1","0","180","10000","1227 S 12TH ST","LOUISVILLE","KY","40210-0000","1202871","271227","06","PARK HILL","2015-07-16 09:52:38","38.2348628449","-85.773378551099995"
"176988","344061","HVAC Permit","HVAC","Issued","PRUDENTIAL HVAC","Single Family","New","R4","0","75","1","1026   GARDEN CREEK CIR","LOUISVILLE","KY","40223-0000","1264008","279563","18","","2012-10-12 10:11:49","38.2603338718","-85.560965375799995"
"177007","13BL5224","Building Permit","BUILDING","Issued","AMSTAR INC","Commercial","Renovation - Alter - Repair","C1","292","50","6000","9300   SHELBYVILLE RD","HURSTBOURNE","KY","40222-0000","1258820","274423","18","","2013-09-25 13:29:43","38.246016713300001","-85.578773535500005"
"177108","361363","Wrecking Permit","WRECKING","Issued","CHARLIES WRECKING & RECYCLING","Commercial","LT 3000 SqFt, LT 35 Ft Height","R6","1685","50","2500","338 N 23RD ST","LOUISVILLE","KY","40212-0000","1199098","281984","05","PORTLAND","2013-06-21 10:40:54","38.264225428700001","-85.787137344100003"
"177136","HV962713","HVAC Permit","HVAC","Issued","BRYANT HEATING & AC","Single Family","Replacement","R4","0","105","1000","8814   MAPLE RD","LOUISVILLE","KY","40229-0000","1238195","228812","24","","2015-10-29 13:24:21","38.119943195300003","-85.648171152399996"
"177137","14BL3653","Building Permit","BUILDING","Issued","PAUL DAVIS SYSTEMS OF LOUISVIL","Single Family","Renovation - Alter - Repair","R4","1200","90","80000","718   STIVERS RD","WOODLAWN PARK","KY","40207-0000","1242738","279180","07","","2014-07-17 15:41:10","38.2584274851","-85.635014130299993"
"177156","329354","Building Permit","BUILDING","Issued","MCMAHAN GROUP","Commercial","Renovation - Alter - Repair","C1","2178","163.35","25000","8705   WESTPORT RD","PLANTATION","KY","40242-0000","1255358","287204","07","","2012-05-16 16:00:53","38.280971876700001","-85.591475166099997"
"177160","108716","Building Permit","BUILDING","Issued","BEN TYLER BUILDING REMODELING","Single Family","Renovation - Alter - Repair","R1","400","30","30000","6100   LONGVIEW LN","GLENVIEW","KY","40222-0000","1235028","292980","16","","2006-03-29 11:37:00","38.295996362399997","-85.662598996400007"
"177170","EL917460","Electrical Permit","ELECTRICAL","Issued","GLENN MILLER ELECTRIC COMPANY","Commercial","Rewire Repair Add Wiring","R7","0","125","7200","109   HARTWELL CT","LOUISVILLE","KY","40214-0000","1205609","248654","21","SOUTHSIDE","2014-09-25 11:28:30","38.173009300499999","-85.762557019300004"
"177215","HV953907","HVAC Permit","HVAC","Issued","DADS MECHANICAL SERVICE","Commercial","Alteration","C1","0","180","4009","2714   CRUMS LN","SHIVELY","KY","40216-0000","1187436","256886","03","","2015-10-13 11:24:21","38.194774654699998","-85.826253016500004"
"177276","BL922181","Building Permit","BUILDING","Issued","GOODKNIGHT CONSTRUCTION INC","Commercial","Renovation - Alter - Repair","OR3","256","50","4000","9420   BUNSEN PKY","HURSTBOURNE ACRES","KY","40220-0000","1256394","265310","18","","2014-11-12 09:03:39","38.220898545499999","-85.586759510999997"
